"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Aug 19 10:13:33 GMT 2024","Mon Aug 19 10:13:39 GMT 2024","6065","chromium","","Notes App Login","","","should see user successfully logged in",""
"passed","Mon Aug 19 10:13:44 GMT 2024","Mon Aug 19 10:13:45 GMT 2024","982","chromium","","Notes App e2e flow","","","Should be able to Edit a Note",""
"passed","Mon Aug 19 10:13:39 GMT 2024","Mon Aug 19 10:13:40 GMT 2024","759","chromium","","Notes App Login","","","should see error message when login fails",""
"passed","Mon Aug 19 10:13:46 GMT 2024","Mon Aug 19 10:13:46 GMT 2024","399","chromium","","Notes App e2e flow","","","Should be able to logout",""
"passed","Mon Aug 19 10:13:41 GMT 2024","Mon Aug 19 10:13:43 GMT 2024","2361","chromium","","Notes App e2e flow","","","Should see notes page login",""
"passed","Mon Aug 19 10:13:43 GMT 2024","Mon Aug 19 10:13:44 GMT 2024","1343","chromium","","Notes App e2e flow","","","Should be able to Add a Note",""
"passed","Mon Aug 19 10:13:45 GMT 2024","Mon Aug 19 10:13:45 GMT 2024","28","chromium","","Notes App e2e flow","","","Should be able to Delete a Note",""
"passed","Mon Aug 19 10:13:46 GMT 2024","Mon Aug 19 10:13:50 GMT 2024","3755","chromium","","User Registration","","","Should be able to register new user",""
"passed","Mon Aug 19 10:13:50 GMT 2024","Mon Aug 19 10:13:52 GMT 2024","1731","chromium","","User Registration","","","Should not be able to register with existing username",""
"passed","Mon Aug 19 10:13:45 GMT 2024","Mon Aug 19 10:13:46 GMT 2024","190","chromium","","Notes App e2e flow","","","Should not be able to add Note without title",""
"passed","Mon Aug 19 10:13:52 GMT 2024","Mon Aug 19 10:13:54 GMT 2024","2842","chromium","","Notes App User Info","","","should be able to view user profile information",""
