"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Aug 06 12:03:18 GMT 2024","Tue Aug 06 12:03:21 GMT 2024","2334","chromium","","Notes App e2e flow","","","Should be able to Add a Note",""
"passed","Tue Aug 06 12:03:23 GMT 2024","Tue Aug 06 12:03:28 GMT 2024","4117","chromium","","User Registration","","","Should be able to register new user",""
"passed","Tue Aug 06 12:03:23 GMT 2024","Tue Aug 06 12:03:23 GMT 2024","394","chromium","","Notes App e2e flow","","","Should be able to logout",""
"passed","Tue Aug 06 12:03:28 GMT 2024","Tue Aug 06 12:03:30 GMT 2024","2264","chromium","","User Registration","","","Should not be able to register with existing username",""
"passed","Tue Aug 06 12:03:15 GMT 2024","Tue Aug 06 12:03:18 GMT 2024","2720","chromium","","Notes App e2e flow","","","Should see notes page login",""
"passed","Tue Aug 06 12:02:41 GMT 2024","Tue Aug 06 12:03:12 GMT 2024","31187","chromium","","Notes App Login","","","should see user successfully logged in",""
"passed","Tue Aug 06 12:03:21 GMT 2024","Tue Aug 06 12:03:22 GMT 2024","1967","chromium","","Notes App e2e flow","","","Should be able to Edit a Note",""
"passed","Tue Aug 06 12:03:22 GMT 2024","Tue Aug 06 12:03:22 GMT 2024","21","chromium","","Notes App e2e flow","","","Should be able to Delete a Note",""
"passed","Tue Aug 06 12:03:22 GMT 2024","Tue Aug 06 12:03:23 GMT 2024","561","chromium","","Notes App e2e flow","","","Should not be able to add Note without title",""
"passed","Tue Aug 06 12:03:12 GMT 2024","Tue Aug 06 12:03:14 GMT 2024","2602","chromium","","Notes App Login","","","should see error message when login fails",""
