"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jul 31 12:13:48 GMT 2024","Wed Jul 31 12:13:49 GMT 2024","393","chromium","","Notes App e2e flow","","","Should be able to logout",""
"passed","Wed Jul 31 12:13:49 GMT 2024","Wed Jul 31 12:13:52 GMT 2024","3315","chromium","","User Registration","","","Should be able to register new user",""
"passed","Wed Jul 31 12:13:42 GMT 2024","Wed Jul 31 12:13:45 GMT 2024","2543","chromium","","Notes App e2e flow","","","Should see notes page login",""
"passed","Wed Jul 31 12:13:52 GMT 2024","Wed Jul 31 12:13:54 GMT 2024","2230","chromium","","User Registration","","","Should not be able to register with existing username",""
"passed","Wed Jul 31 12:13:13 GMT 2024","Wed Jul 31 12:13:40 GMT 2024","27281","chromium","","Notes App Login","","","should see user successfully logged in",""
"passed","Wed Jul 31 12:13:40 GMT 2024","Wed Jul 31 12:13:41 GMT 2024","1258","chromium","","Notes App Login","","","should see error message when login fails",""
"passed","Wed Jul 31 12:13:48 GMT 2024","Wed Jul 31 12:13:48 GMT 2024","30","chromium","","Notes App e2e flow","","","Should be able to Delete a Note",""
"passed","Wed Jul 31 12:13:48 GMT 2024","Wed Jul 31 12:13:48 GMT 2024","526","chromium","","Notes App e2e flow","","","Should not be able to add Note without title",""
"passed","Wed Jul 31 12:13:46 GMT 2024","Wed Jul 31 12:13:48 GMT 2024","1977","chromium","","Notes App e2e flow","","","Should be able to Edit a Note",""
"passed","Wed Jul 31 12:13:45 GMT 2024","Wed Jul 31 12:13:46 GMT 2024","1333","chromium","","Notes App e2e flow","","","Should be able to Add a Note",""
