"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 02 12:13:35 GMT 2024","Fri Aug 02 12:13:37 GMT 2024","2315","chromium","","User Registration","","","Should not be able to register with existing username",""
"passed","Fri Aug 02 12:13:26 GMT 2024","Fri Aug 02 12:13:28 GMT 2024","2345","chromium","","Notes App e2e flow","","","Should be able to Add a Note",""
"passed","Fri Aug 02 12:13:21 GMT 2024","Fri Aug 02 12:13:22 GMT 2024","1307","chromium","","Notes App Login","","","should see error message when login fails",""
"passed","Fri Aug 02 12:13:30 GMT 2024","Fri Aug 02 12:13:31 GMT 2024","510","chromium","","Notes App e2e flow","","","Should not be able to add Note without title",""
"passed","Fri Aug 02 12:13:30 GMT 2024","Fri Aug 02 12:13:30 GMT 2024","25","chromium","","Notes App e2e flow","","","Should be able to Delete a Note",""
"passed","Fri Aug 02 12:13:31 GMT 2024","Fri Aug 02 12:13:31 GMT 2024","265","chromium","","Notes App e2e flow","","","Should be able to logout",""
"passed","Fri Aug 02 12:13:28 GMT 2024","Fri Aug 02 12:13:30 GMT 2024","1962","chromium","","Notes App e2e flow","","","Should be able to Edit a Note",""
"passed","Fri Aug 02 12:11:54 GMT 2024","Fri Aug 02 12:13:21 GMT 2024","87222","chromium","","Notes App Login","","","should see user successfully logged in",""
"passed","Fri Aug 02 12:13:23 GMT 2024","Fri Aug 02 12:13:26 GMT 2024","2761","chromium","","Notes App e2e flow","","","Should see notes page login",""
"passed","Fri Aug 02 12:13:31 GMT 2024","Fri Aug 02 12:13:35 GMT 2024","3493","chromium","","User Registration","","","Should be able to register new user",""
