"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jun 28 12:12:07 GMT 2024","Fri Jun 28 12:12:10 GMT 2024","2985","chromium","","Notes App e2e flow","","","Should be able to Add a Note",""
"passed","Fri Jun 28 12:12:13 GMT 2024","Fri Jun 28 12:12:16 GMT 2024","3801","chromium","","User Registration","","","Should be able to register new user",""
"passed","Fri Jun 28 12:12:10 GMT 2024","Fri Jun 28 12:12:12 GMT 2024","1962","chromium","","Notes App e2e flow","","","Should be able to Edit a Note",""
"passed","Fri Jun 28 12:12:03 GMT 2024","Fri Jun 28 12:12:04 GMT 2024","1330","chromium","","Notes App Login","","","should see error message when login fails",""
"passed","Fri Jun 28 12:12:05 GMT 2024","Fri Jun 28 12:12:07 GMT 2024","1540","chromium","","Notes App e2e flow","","","Should see notes page login",""
"passed","Fri Jun 28 12:12:12 GMT 2024","Fri Jun 28 12:12:12 GMT 2024","510","chromium","","Notes App e2e flow","","","Should not be able to add Note without title",""
"passed","Fri Jun 28 12:10:35 GMT 2024","Fri Jun 28 12:12:03 GMT 2024","87602","chromium","","Notes App Login","","","should see user successfully logged in",""
"passed","Fri Jun 28 12:12:12 GMT 2024","Fri Jun 28 12:12:12 GMT 2024","29","chromium","","Notes App e2e flow","","","Should be able to Delete a Note",""
"passed","Fri Jun 28 12:12:16 GMT 2024","Fri Jun 28 12:12:18 GMT 2024","1646","chromium","","User Registration","","","Should not be able to register with existing username",""
"passed","Fri Jun 28 12:12:12 GMT 2024","Fri Jun 28 12:12:13 GMT 2024","265","chromium","","Notes App e2e flow","","","Should be able to logout",""
