"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jul 06 12:11:24 GMT 2024","Sat Jul 06 12:11:26 GMT 2024","1624","chromium","","Notes App Login","","","should see error message when login fails",""
"passed","Sat Jul 06 12:11:31 GMT 2024","Sat Jul 06 12:11:32 GMT 2024","1981","chromium","","Notes App e2e flow","","","Should be able to Edit a Note",""
"passed","Sat Jul 06 12:11:32 GMT 2024","Sat Jul 06 12:11:33 GMT 2024","15","chromium","","Notes App e2e flow","","","Should be able to Delete a Note",""
"passed","Sat Jul 06 12:11:33 GMT 2024","Sat Jul 06 12:11:33 GMT 2024","264","chromium","","Notes App e2e flow","","","Should be able to logout",""
"passed","Sat Jul 06 12:11:33 GMT 2024","Sat Jul 06 12:11:36 GMT 2024","2960","chromium","","User Registration","","","Should be able to register new user",""
"passed","Sat Jul 06 12:11:33 GMT 2024","Sat Jul 06 12:11:33 GMT 2024","493","chromium","","Notes App e2e flow","","","Should not be able to add Note without title",""
"passed","Sat Jul 06 12:11:27 GMT 2024","Sat Jul 06 12:11:30 GMT 2024","2764","chromium","","Notes App e2e flow","","","Should see notes page login",""
"passed","Sat Jul 06 12:09:46 GMT 2024","Sat Jul 06 12:11:24 GMT 2024","98158","chromium","","Notes App Login","","","should see user successfully logged in",""
"passed","Sat Jul 06 12:11:36 GMT 2024","Sat Jul 06 12:11:38 GMT 2024","2084","chromium","","User Registration","","","Should not be able to register with existing username",""
"passed","Sat Jul 06 12:11:30 GMT 2024","Sat Jul 06 12:11:31 GMT 2024","962","chromium","","Notes App e2e flow","","","Should be able to Add a Note",""
