"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jun 10 12:06:07 GMT 2024","Mon Jun 10 12:06:09 GMT 2024","1845","chromium","","User Registration","","","Should not be able to register with existing username",""
"passed","Mon Jun 10 12:06:03 GMT 2024","Mon Jun 10 12:06:03 GMT 2024","263","chromium","","Notes App e2e flow","","","Should be able to logout",""
"failed","Mon Jun 10 12:04:32 GMT 2024","Mon Jun 10 12:05:33 GMT 2024","61251","chromium","","Notes App Login","","","should see user successfully logged in",""
"passed","Mon Jun 10 12:05:50 GMT 2024","Mon Jun 10 12:05:56 GMT 2024","5436","chromium","","Notes App Login","","","should see error message when login fails",""
"passed","Mon Jun 10 12:06:03 GMT 2024","Mon Jun 10 12:06:03 GMT 2024","29","chromium","","Notes App e2e flow","","","Should be able to Delete a Note",""
"passed","Mon Jun 10 12:06:03 GMT 2024","Mon Jun 10 12:06:07 GMT 2024","3415","chromium","","User Registration","","","Should be able to register new user",""
"passed","Mon Jun 10 12:05:57 GMT 2024","Mon Jun 10 12:05:59 GMT 2024","2642","chromium","","Notes App e2e flow","","","Should see notes page login",""
"passed","Mon Jun 10 12:05:59 GMT 2024","Mon Jun 10 12:06:01 GMT 2024","1318","chromium","","Notes App e2e flow","","","Should be able to Add a Note",""
"passed","Mon Jun 10 12:06:03 GMT 2024","Mon Jun 10 12:06:03 GMT 2024","524","chromium","","Notes App e2e flow","","","Should not be able to add Note without title",""
"passed","Mon Jun 10 12:06:01 GMT 2024","Mon Jun 10 12:06:03 GMT 2024","1973","chromium","","Notes App e2e flow","","","Should be able to Edit a Note",""
