"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jul 18 12:13:49 GMT 2024","Thu Jul 18 12:13:50 GMT 2024","511","chromium","","Notes App e2e flow","","","Should not be able to add Note without title",""
"passed","Thu Jul 18 12:13:50 GMT 2024","Thu Jul 18 12:13:54 GMT 2024","4250","chromium","","User Registration","","","Should be able to register new user",""
"passed","Thu Jul 18 12:13:44 GMT 2024","Thu Jul 18 12:13:46 GMT 2024","2480","chromium","","Notes App e2e flow","","","Should see notes page login",""
"passed","Thu Jul 18 12:13:49 GMT 2024","Thu Jul 18 12:13:49 GMT 2024","17","chromium","","Notes App e2e flow","","","Should be able to Delete a Note",""
"passed","Thu Jul 18 12:13:41 GMT 2024","Thu Jul 18 12:13:43 GMT 2024","1302","chromium","","Notes App Login","","","should see error message when login fails",""
"passed","Thu Jul 18 12:13:46 GMT 2024","Thu Jul 18 12:13:47 GMT 2024","1320","chromium","","Notes App e2e flow","","","Should be able to Add a Note",""
"passed","Thu Jul 18 12:13:54 GMT 2024","Thu Jul 18 12:13:57 GMT 2024","2376","chromium","","User Registration","","","Should not be able to register with existing username",""
"passed","Thu Jul 18 12:11:54 GMT 2024","Thu Jul 18 12:13:41 GMT 2024","107148","chromium","","Notes App Login","","","should see user successfully logged in",""
"passed","Thu Jul 18 12:13:50 GMT 2024","Thu Jul 18 12:13:50 GMT 2024","263","chromium","","Notes App e2e flow","","","Should be able to logout",""
"passed","Thu Jul 18 12:13:47 GMT 2024","Thu Jul 18 12:13:49 GMT 2024","1965","chromium","","Notes App e2e flow","","","Should be able to Edit a Note",""
