"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jul 20 12:02:46 GMT 2024","Sat Jul 20 12:02:46 GMT 2024","508","chromium","","Notes App e2e flow","","","Should not be able to add Note without title",""
"passed","Sat Jul 20 12:02:44 GMT 2024","Sat Jul 20 12:02:46 GMT 2024","1978","chromium","","Notes App e2e flow","","","Should be able to Edit a Note",""
"passed","Sat Jul 20 12:02:46 GMT 2024","Sat Jul 20 12:02:46 GMT 2024","26","chromium","","Notes App e2e flow","","","Should be able to Delete a Note",""
"passed","Sat Jul 20 12:02:47 GMT 2024","Sat Jul 20 12:02:50 GMT 2024","3524","chromium","","User Registration","","","Should be able to register new user",""
"passed","Sat Jul 20 12:01:00 GMT 2024","Sat Jul 20 12:02:38 GMT 2024","97829","chromium","","Notes App Login","","","should see user successfully logged in",""
"passed","Sat Jul 20 12:02:41 GMT 2024","Sat Jul 20 12:02:42 GMT 2024","1623","chromium","","Notes App e2e flow","","","Should see notes page login",""
"passed","Sat Jul 20 12:02:46 GMT 2024","Sat Jul 20 12:02:47 GMT 2024","266","chromium","","Notes App e2e flow","","","Should be able to logout",""
"passed","Sat Jul 20 12:02:38 GMT 2024","Sat Jul 20 12:02:40 GMT 2024","1841","chromium","","Notes App Login","","","should see error message when login fails",""
"passed","Sat Jul 20 12:02:42 GMT 2024","Sat Jul 20 12:02:44 GMT 2024","1362","chromium","","Notes App e2e flow","","","Should be able to Add a Note",""
"passed","Sat Jul 20 12:02:50 GMT 2024","Sat Jul 20 12:02:52 GMT 2024","1890","chromium","","User Registration","","","Should not be able to register with existing username",""
