"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Tue Aug 20 12:13:16 GMT 2024","Tue Aug 20 12:13:27 GMT 2024","10950","chromium","","Notes App e2e flow","","","Should be able to Edit a Note",""
"failed","Tue Aug 20 12:15:59 GMT 2024","Tue Aug 20 12:16:16 GMT 2024","17058","chromium","","User Registration","","","Should not be able to register with existing username",""
"failed","Tue Aug 20 12:12:37 GMT 2024","Tue Aug 20 12:12:49 GMT 2024","11608","chromium","","Notes App e2e flow","","","Should be able to Add a Note",""
"failed","Tue Aug 20 12:13:26 GMT 2024","Tue Aug 20 12:13:38 GMT 2024","11977","chromium","","Notes App User Info","","","should be able to view user profile information",""
"passed","Tue Aug 20 12:12:10 GMT 2024","Tue Aug 20 12:12:12 GMT 2024","1950","chromium","","Notes App Login","","","should see user successfully logged in",""
"failed","Tue Aug 20 12:15:12 GMT 2024","Tue Aug 20 12:15:24 GMT 2024","11561","chromium","","Notes App e2e flow","","","Should be able to logout",""
"failed","Tue Aug 20 12:14:33 GMT 2024","Tue Aug 20 12:14:45 GMT 2024","11575","chromium","","Notes App e2e flow","","","Should not be able to add Note without title",""
"passed","Tue Aug 20 12:12:11 GMT 2024","Tue Aug 20 12:12:12 GMT 2024","772","chromium","","Notes App e2e flow","","","Should see notes page login",""
"failed","Tue Aug 20 12:13:54 GMT 2024","Tue Aug 20 12:14:06 GMT 2024","11644","chromium","","Notes App e2e flow","","","Should be able to Delete a Note",""
"failed","Tue Aug 20 12:14:18 GMT 2024","Tue Aug 20 12:15:20 GMT 2024","62000","chromium","","User Registration","","","Should be able to register new user",""
"failed","Tue Aug 20 12:12:44 GMT 2024","Tue Aug 20 12:13:00 GMT 2024","15883","chromium","","Notes App Login","","","should see error message when login fails",""
