"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jun 04 12:12:33 GMT 2024","Tue Jun 04 12:12:37 GMT 2024","3604","chromium","","User Registration","","","Should be able to register new user",""
"passed","Tue Jun 04 12:12:28 GMT 2024","Tue Jun 04 12:12:30 GMT 2024","2319","chromium","","Notes App e2e flow","","","Should be able to Add a Note",""
"passed","Tue Jun 04 12:12:06 GMT 2024","Tue Jun 04 12:12:16 GMT 2024","9782","chromium","","Notes App Login","","","should see user successfully logged in",""
"passed","Tue Jun 04 12:12:32 GMT 2024","Tue Jun 04 12:12:32 GMT 2024","16","chromium","","Notes App e2e flow","","","Should be able to Delete a Note",""
"passed","Tue Jun 04 12:12:16 GMT 2024","Tue Jun 04 12:12:23 GMT 2024","7447","chromium","","Notes App Login","","","should see error message when login fails",""
"passed","Tue Jun 04 12:12:24 GMT 2024","Tue Jun 04 12:12:28 GMT 2024","3836","chromium","","Notes App e2e flow","","","Should see notes page login",""
"passed","Tue Jun 04 12:12:32 GMT 2024","Tue Jun 04 12:12:33 GMT 2024","475","chromium","","Notes App e2e flow","","","Should not be able to add Note without title",""
"passed","Tue Jun 04 12:12:33 GMT 2024","Tue Jun 04 12:12:33 GMT 2024","265","chromium","","Notes App e2e flow","","","Should be able to logout",""
"passed","Tue Jun 04 12:12:37 GMT 2024","Tue Jun 04 12:12:38 GMT 2024","1748","chromium","","User Registration","","","Should not be able to register with existing username",""
"passed","Tue Jun 04 12:12:30 GMT 2024","Tue Jun 04 12:12:32 GMT 2024","1950","chromium","","Notes App e2e flow","","","Should be able to Edit a Note",""
