"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Aug 19 13:23:00 GMT 2024","Mon Aug 19 13:23:04 GMT 2024","4572","chromium","","Notes App e2e flow","","","Should see notes page login",""
"passed","Mon Aug 19 13:23:07 GMT 2024","Mon Aug 19 13:23:07 GMT 2024","556","chromium","","Notes App e2e flow","","","Should not be able to add Note without title",""
"passed","Mon Aug 19 13:23:05 GMT 2024","Mon Aug 19 13:23:08 GMT 2024","3240","chromium","","Notes App User Info","","","should be able to view user profile information",""
"passed","Mon Aug 19 13:23:07 GMT 2024","Mon Aug 19 13:23:07 GMT 2024","30","chromium","","Notes App e2e flow","","","Should be able to Delete a Note",""
"passed","Mon Aug 19 13:23:07 GMT 2024","Mon Aug 19 13:23:08 GMT 2024","271","chromium","","Notes App e2e flow","","","Should be able to logout",""
"passed","Mon Aug 19 13:23:05 GMT 2024","Mon Aug 19 13:23:05 GMT 2024","698","chromium","","Notes App Login","","","should see error message when login fails",""
"passed","Mon Aug 19 13:23:00 GMT 2024","Mon Aug 19 13:23:04 GMT 2024","3889","chromium","","User Registration","","","Should be able to register new user",""
"passed","Mon Aug 19 13:23:04 GMT 2024","Mon Aug 19 13:23:06 GMT 2024","1338","chromium","","Notes App e2e flow","","","Should be able to Add a Note",""
"passed","Mon Aug 19 13:22:59 GMT 2024","Mon Aug 19 13:23:05 GMT 2024","5773","chromium","","Notes App Login","","","should see user successfully logged in",""
"passed","Mon Aug 19 13:23:04 GMT 2024","Mon Aug 19 13:23:05 GMT 2024","1235","chromium","","User Registration","","","Should not be able to register with existing username",""
"passed","Mon Aug 19 13:23:06 GMT 2024","Mon Aug 19 13:23:07 GMT 2024","984","chromium","","Notes App e2e flow","","","Should be able to Edit a Note",""
