"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Aug 19 10:21:38 GMT 2024","Mon Aug 19 10:21:41 GMT 2024","2573","chromium","","User Registration","","","Should be able to register new user",""
"passed","Mon Aug 19 10:21:41 GMT 2024","Mon Aug 19 10:21:42 GMT 2024","1451","chromium","","User Registration","","","Should not be able to register with existing username",""
"passed","Mon Aug 19 10:21:41 GMT 2024","Mon Aug 19 10:21:42 GMT 2024","1011","chromium","","Notes App e2e flow","","","Should be able to Edit a Note",""
"passed","Mon Aug 19 10:21:42 GMT 2024","Mon Aug 19 10:21:43 GMT 2024","264","chromium","","Notes App e2e flow","","","Should be able to logout",""
"passed","Mon Aug 19 10:21:42 GMT 2024","Mon Aug 19 10:21:42 GMT 2024","494","chromium","","Notes App e2e flow","","","Should not be able to add Note without title",""
"passed","Mon Aug 19 10:21:37 GMT 2024","Mon Aug 19 10:21:40 GMT 2024","2922","chromium","","Notes App Login","","","should see user successfully logged in",""
"passed","Mon Aug 19 10:21:42 GMT 2024","Mon Aug 19 10:21:42 GMT 2024","33","chromium","","Notes App e2e flow","","","Should be able to Delete a Note",""
"passed","Mon Aug 19 10:21:41 GMT 2024","Mon Aug 19 10:21:44 GMT 2024","2785","chromium","","Notes App User Info","","","should be able to view user profile information",""
"passed","Mon Aug 19 10:21:38 GMT 2024","Mon Aug 19 10:21:40 GMT 2024","1506","chromium","","Notes App e2e flow","","","Should see notes page login",""
"passed","Mon Aug 19 10:21:40 GMT 2024","Mon Aug 19 10:21:41 GMT 2024","1160","chromium","","Notes App Login","","","should see error message when login fails",""
"passed","Mon Aug 19 10:21:40 GMT 2024","Mon Aug 19 10:21:41 GMT 2024","1343","chromium","","Notes App e2e flow","","","Should be able to Add a Note",""
