"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Thu Aug 22 12:11:42 GMT 2024","Thu Aug 22 12:11:53 GMT 2024","11566","chromium","","Notes App e2e flow","","","Should be able to Add a Note",""
"failed","Thu Aug 22 12:12:30 GMT 2024","Thu Aug 22 12:12:42 GMT 2024","11939","chromium","","Notes App User Info","","","should be able to view user profile information",""
"failed","Thu Aug 22 12:12:59 GMT 2024","Thu Aug 22 12:13:10 GMT 2024","11598","chromium","","Notes App e2e flow","","","Should be able to Delete a Note",""
"failed","Thu Aug 22 12:13:38 GMT 2024","Thu Aug 22 12:13:49 GMT 2024","11583","chromium","","Notes App e2e flow","","","Should not be able to add Note without title",""
"failed","Thu Aug 22 12:13:23 GMT 2024","Thu Aug 22 12:14:25 GMT 2024","62035","chromium","","User Registration","","","Should be able to register new user",""
"failed","Thu Aug 22 12:12:21 GMT 2024","Thu Aug 22 12:12:32 GMT 2024","10940","chromium","","Notes App e2e flow","","","Should be able to Edit a Note",""
"failed","Thu Aug 22 12:15:03 GMT 2024","Thu Aug 22 12:15:20 GMT 2024","17039","chromium","","User Registration","","","Should not be able to register with existing username",""
"failed","Thu Aug 22 12:14:17 GMT 2024","Thu Aug 22 12:14:28 GMT 2024","11549","chromium","","Notes App e2e flow","","","Should be able to logout",""
"passed","Thu Aug 22 12:11:16 GMT 2024","Thu Aug 22 12:11:17 GMT 2024","991","chromium","","Notes App e2e flow","","","Should see notes page login",""
"failed","Thu Aug 22 12:11:49 GMT 2024","Thu Aug 22 12:12:05 GMT 2024","15928","chromium","","Notes App Login","","","should see error message when login fails",""
"passed","Thu Aug 22 12:11:14 GMT 2024","Thu Aug 22 12:11:16 GMT 2024","1934","chromium","","Notes App Login","","","should see user successfully logged in",""
