"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jun 19 12:03:00 GMT 2024","Wed Jun 19 12:03:02 GMT 2024","1991","chromium","","Notes App e2e flow","","","Should be able to Add a Note",""
"passed","Wed Jun 19 12:03:05 GMT 2024","Wed Jun 19 12:03:05 GMT 2024","15","chromium","","Notes App e2e flow","","","Should be able to Delete a Note",""
"passed","Wed Jun 19 12:02:56 GMT 2024","Wed Jun 19 12:02:58 GMT 2024","1436","chromium","","Notes App Login","","","should see error message when login fails",""
"passed","Wed Jun 19 12:03:09 GMT 2024","Wed Jun 19 12:03:10 GMT 2024","1837","chromium","","User Registration","","","Should not be able to register with existing username",""
"passed","Wed Jun 19 12:02:59 GMT 2024","Wed Jun 19 12:03:00 GMT 2024","1580","chromium","","Notes App e2e flow","","","Should see notes page login",""
"passed","Wed Jun 19 12:01:08 GMT 2024","Wed Jun 19 12:02:56 GMT 2024","108125","chromium","","Notes App Login","","","should see user successfully logged in",""
"passed","Wed Jun 19 12:03:05 GMT 2024","Wed Jun 19 12:03:05 GMT 2024","266","chromium","","Notes App e2e flow","","","Should be able to logout",""
"passed","Wed Jun 19 12:03:05 GMT 2024","Wed Jun 19 12:03:05 GMT 2024","492","chromium","","Notes App e2e flow","","","Should not be able to add Note without title",""
"passed","Wed Jun 19 12:03:02 GMT 2024","Wed Jun 19 12:03:05 GMT 2024","2344","chromium","","Notes App e2e flow","","","Should be able to Edit a Note",""
"passed","Wed Jun 19 12:03:05 GMT 2024","Wed Jun 19 12:03:09 GMT 2024","3052","chromium","","User Registration","","","Should be able to register new user",""
