"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Aug 12 12:15:32 GMT 2024","Mon Aug 12 12:15:34 GMT 2024","2389","chromium","","Notes App e2e flow","","","Should see notes page login",""
"passed","Mon Aug 12 12:15:37 GMT 2024","Mon Aug 12 12:15:38 GMT 2024","395","chromium","","Notes App e2e flow","","","Should be able to logout",""
"passed","Mon Aug 12 12:15:40 GMT 2024","Mon Aug 12 12:15:42 GMT 2024","1564","chromium","","User Registration","","","Should not be able to register with existing username",""
"passed","Mon Aug 12 12:15:37 GMT 2024","Mon Aug 12 12:15:37 GMT 2024","16","chromium","","Notes App e2e flow","","","Should be able to Delete a Note",""
"passed","Mon Aug 12 12:15:37 GMT 2024","Mon Aug 12 12:15:37 GMT 2024","160","chromium","","Notes App e2e flow","","","Should not be able to add Note without title",""
"passed","Mon Aug 12 12:15:35 GMT 2024","Mon Aug 12 12:15:37 GMT 2024","1979","chromium","","Notes App e2e flow","","","Should be able to Edit a Note",""
"passed","Mon Aug 12 12:15:02 GMT 2024","Mon Aug 12 12:15:30 GMT 2024","28007","chromium","","Notes App Login","","","should see user successfully logged in",""
"passed","Mon Aug 12 12:15:34 GMT 2024","Mon Aug 12 12:15:35 GMT 2024","962","chromium","","Notes App e2e flow","","","Should be able to Add a Note",""
"passed","Mon Aug 12 12:15:30 GMT 2024","Mon Aug 12 12:15:31 GMT 2024","1158","chromium","","Notes App Login","","","should see error message when login fails",""
"passed","Mon Aug 12 12:15:38 GMT 2024","Mon Aug 12 12:15:40 GMT 2024","2610","chromium","","User Registration","","","Should be able to register new user",""
