"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat May 18 12:01:55 GMT 2024","Sat May 18 12:01:56 GMT 2024","1335","chromium","","Notes App e2e flow","","","Should be able to Add a Note",""
"passed","Sat May 18 12:01:56 GMT 2024","Sat May 18 12:01:58 GMT 2024","1912","chromium","","Notes App e2e flow","","","Should be able to Delete a Note",""
"passed","Sat May 18 12:02:00 GMT 2024","Sat May 18 12:02:00 GMT 2024","262","chromium","","Notes App e2e flow","","","Should be able to logout",""
"passed","Sat May 18 12:01:07 GMT 2024","Sat May 18 12:01:55 GMT 2024","47967","chromium","","Notes App e2e flow","","","Should see notes page login",""
"passed","Sat May 18 12:01:58 GMT 2024","Sat May 18 12:01:59 GMT 2024","957","chromium","","Notes App e2e flow","","","Should be able to Edit a Note",""
"passed","Sat May 18 12:01:59 GMT 2024","Sat May 18 12:02:00 GMT 2024","514","chromium","","Notes App e2e flow","","","Should not be able to add Note without title",""
