"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Sat Aug 24 12:13:21 GMT 2024","Sat Aug 24 12:13:21 GMT 2024","0","chromium","","Notes App e2e flow","","","Should be able to logout",""
"failed","Sat Aug 24 12:12:20 GMT 2024","Sat Aug 24 12:13:21 GMT 2024","60351","chromium","","Notes App e2e flow","","","Should see notes page login",""
"failed","Sat Aug 24 12:12:18 GMT 2024","Sat Aug 24 12:13:19 GMT 2024","60789","chromium","","Notes App Login","","","should see user successfully logged in",""
"skipped","Sat Aug 24 12:13:22 GMT 2024","Sat Aug 24 12:13:22 GMT 2024","0","chromium","","User Registration","","","Should not be able to register with existing username",""
"skipped","Sat Aug 24 12:13:21 GMT 2024","Sat Aug 24 12:13:21 GMT 2024","0","chromium","","Notes App e2e flow","","","Should not be able to add Note without title",""
"skipped","Sat Aug 24 12:13:21 GMT 2024","Sat Aug 24 12:13:21 GMT 2024","0","chromium","","Notes App e2e flow","","","Should be able to Delete a Note",""
"failed","Sat Aug 24 12:15:22 GMT 2024","Sat Aug 24 12:16:23 GMT 2024","60342","chromium","","Notes App User Info","","","should be able to view user profile information",""
"failed","Sat Aug 24 12:15:21 GMT 2024","Sat Aug 24 12:16:22 GMT 2024","60782","chromium","","Notes App Login","","","should see error message when login fails",""
"skipped","Sat Aug 24 12:13:21 GMT 2024","Sat Aug 24 12:13:21 GMT 2024","1","chromium","","Notes App e2e flow","","","Should be able to Add a Note",""
"skipped","Sat Aug 24 12:13:21 GMT 2024","Sat Aug 24 12:13:21 GMT 2024","0","chromium","","Notes App e2e flow","","","Should be able to Edit a Note",""
"failed","Sat Aug 24 12:12:21 GMT 2024","Sat Aug 24 12:13:22 GMT 2024","60775","chromium","","User Registration","","","Should be able to register new user",""
