"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jun 02 12:12:01 GMT 2024","Sun Jun 02 12:12:02 GMT 2024","1980","chromium","","Notes App e2e flow","","","Should be able to Edit a Note",""
"passed","Sun Jun 02 12:12:03 GMT 2024","Sun Jun 02 12:12:03 GMT 2024","529","chromium","","Notes App e2e flow","","","Should not be able to add Note without title",""
"passed","Sun Jun 02 12:12:00 GMT 2024","Sun Jun 02 12:12:01 GMT 2024","958","chromium","","Notes App e2e flow","","","Should be able to Add a Note",""
"passed","Sun Jun 02 12:12:03 GMT 2024","Sun Jun 02 12:12:07 GMT 2024","3528","chromium","","User Registration","","","Should be able to register new user",""
"passed","Sun Jun 02 12:11:57 GMT 2024","Sun Jun 02 12:12:00 GMT 2024","2456","chromium","","Notes App e2e flow","","","Should see notes page login",""
"passed","Sun Jun 02 12:12:02 GMT 2024","Sun Jun 02 12:12:03 GMT 2024","31","chromium","","Notes App e2e flow","","","Should be able to Delete a Note",""
"passed","Sun Jun 02 12:12:03 GMT 2024","Sun Jun 02 12:12:03 GMT 2024","391","chromium","","Notes App e2e flow","","","Should be able to logout",""
"passed","Sun Jun 02 12:10:56 GMT 2024","Sun Jun 02 12:11:54 GMT 2024","58519","chromium","","Notes App Login","","","should see user successfully logged in",""
"passed","Sun Jun 02 12:12:07 GMT 2024","Sun Jun 02 12:12:09 GMT 2024","2168","chromium","","User Registration","","","Should not be able to register with existing username",""
"passed","Sun Jun 02 12:11:54 GMT 2024","Sun Jun 02 12:11:56 GMT 2024","1573","chromium","","Notes App Login","","","should see error message when login fails",""
