"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue May 28 12:10:26 GMT 2024","Tue May 28 12:11:33 GMT 2024","67105","chromium","","Notes App Login","","","should see user successfully logged in",""
"passed","Tue May 28 12:11:42 GMT 2024","Tue May 28 12:11:42 GMT 2024","30","chromium","","Notes App e2e flow","","","Should be able to Delete a Note",""
"passed","Tue May 28 12:11:42 GMT 2024","Tue May 28 12:11:43 GMT 2024","494","chromium","","Notes App e2e flow","","","Should not be able to add Note without title",""
"passed","Tue May 28 12:11:43 GMT 2024","Tue May 28 12:11:47 GMT 2024","3810","chromium","","User Registration","","","Should be able to register new user",""
"passed","Tue May 28 12:11:33 GMT 2024","Tue May 28 12:11:35 GMT 2024","1503","chromium","","Notes App Login","","","should see error message when login fails",""
"passed","Tue May 28 12:11:37 GMT 2024","Tue May 28 12:11:40 GMT 2024","2995","chromium","","Notes App e2e flow","","","Should be able to Add a Note",""
"passed","Tue May 28 12:11:36 GMT 2024","Tue May 28 12:11:37 GMT 2024","1638","chromium","","Notes App e2e flow","","","Should see notes page login",""
"passed","Tue May 28 12:11:40 GMT 2024","Tue May 28 12:11:42 GMT 2024","1958","chromium","","Notes App e2e flow","","","Should be able to Edit a Note",""
"passed","Tue May 28 12:11:43 GMT 2024","Tue May 28 12:11:43 GMT 2024","262","chromium","","Notes App e2e flow","","","Should be able to logout",""
"passed","Tue May 28 12:11:47 GMT 2024","Tue May 28 12:11:49 GMT 2024","1770","chromium","","User Registration","","","Should not be able to register with existing username",""
