"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Aug 18 12:02:52 GMT 2024","Sun Aug 18 12:02:53 GMT 2024","511","chromium","","Notes App e2e flow","","","Should not be able to add Note without title",""
"passed","Sun Aug 18 12:02:42 GMT 2024","Sun Aug 18 12:02:46 GMT 2024","3208","chromium","","Notes App Login","","","should see error message when login fails",""
"passed","Sun Aug 18 12:02:53 GMT 2024","Sun Aug 18 12:02:56 GMT 2024","3033","chromium","","User Registration","","","Should be able to register new user",""
"passed","Sun Aug 18 12:02:52 GMT 2024","Sun Aug 18 12:02:52 GMT 2024","16","chromium","","Notes App e2e flow","","","Should be able to Delete a Note",""
"passed","Sun Aug 18 12:02:53 GMT 2024","Sun Aug 18 12:02:53 GMT 2024","265","chromium","","Notes App e2e flow","","","Should be able to logout",""
"passed","Sun Aug 18 12:02:56 GMT 2024","Sun Aug 18 12:02:58 GMT 2024","1733","chromium","","User Registration","","","Should not be able to register with existing username",""
"passed","Sun Aug 18 12:02:49 GMT 2024","Sun Aug 18 12:02:50 GMT 2024","1329","chromium","","Notes App e2e flow","","","Should be able to Add a Note",""
"passed","Sun Aug 18 12:02:16 GMT 2024","Sun Aug 18 12:02:42 GMT 2024","25978","chromium","","Notes App Login","","","should see user successfully logged in",""
"passed","Sun Aug 18 12:02:50 GMT 2024","Sun Aug 18 12:02:52 GMT 2024","1957","chromium","","Notes App e2e flow","","","Should be able to Edit a Note",""
"passed","Sun Aug 18 12:02:47 GMT 2024","Sun Aug 18 12:02:49 GMT 2024","2519","chromium","","Notes App e2e flow","","","Should see notes page login",""
