"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed Aug 28 12:15:08 GMT 2024","Wed Aug 28 12:16:08 GMT 2024","60347","chromium","","Notes App e2e flow","","","Should see notes page login",""
"skipped","Wed Aug 28 12:16:08 GMT 2024","Wed Aug 28 12:16:08 GMT 2024","0","chromium","","Notes App e2e flow","","","Should be able to Add a Note",""
"skipped","Wed Aug 28 12:16:08 GMT 2024","Wed Aug 28 12:16:08 GMT 2024","1","chromium","","Notes App e2e flow","","","Should be able to Edit a Note",""
"failed","Wed Aug 28 12:18:09 GMT 2024","Wed Aug 28 12:19:10 GMT 2024","60321","chromium","","Notes App User Info","","","should be able to view user profile information",""
"skipped","Wed Aug 28 12:16:08 GMT 2024","Wed Aug 28 12:16:08 GMT 2024","0","chromium","","Notes App e2e flow","","","Should be able to Delete a Note",""
"failed","Wed Aug 28 12:15:08 GMT 2024","Wed Aug 28 12:16:09 GMT 2024","60597","chromium","","User Registration","","","Should be able to register new user",""
"skipped","Wed Aug 28 12:16:09 GMT 2024","Wed Aug 28 12:16:09 GMT 2024","0","chromium","","User Registration","","","Should not be able to register with existing username",""
"skipped","Wed Aug 28 12:16:08 GMT 2024","Wed Aug 28 12:16:08 GMT 2024","0","chromium","","Notes App e2e flow","","","Should not be able to add Note without title",""
"failed","Wed Aug 28 12:18:08 GMT 2024","Wed Aug 28 12:19:09 GMT 2024","60592","chromium","","Notes App Login","","","should see error message when login fails",""
"failed","Wed Aug 28 12:15:05 GMT 2024","Wed Aug 28 12:16:06 GMT 2024","60671","chromium","","Notes App Login","","","should see user successfully logged in",""
"skipped","Wed Aug 28 12:16:08 GMT 2024","Wed Aug 28 12:16:08 GMT 2024","1","chromium","","Notes App e2e flow","","","Should be able to logout",""
