"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jul 14 12:07:25 GMT 2024","Sun Jul 14 12:07:55 GMT 2024","29948","chromium","","Notes App Login","","","should see user successfully logged in",""
"passed","Sun Jul 14 12:08:03 GMT 2024","Sun Jul 14 12:08:04 GMT 2024","478","chromium","","Notes App e2e flow","","","Should not be able to add Note without title",""
"passed","Sun Jul 14 12:08:03 GMT 2024","Sun Jul 14 12:08:03 GMT 2024","28","chromium","","Notes App e2e flow","","","Should be able to Delete a Note",""
"passed","Sun Jul 14 12:08:00 GMT 2024","Sun Jul 14 12:08:01 GMT 2024","1324","chromium","","Notes App e2e flow","","","Should be able to Add a Note",""
"passed","Sun Jul 14 12:08:04 GMT 2024","Sun Jul 14 12:08:07 GMT 2024","3392","chromium","","User Registration","","","Should be able to register new user",""
"passed","Sun Jul 14 12:08:04 GMT 2024","Sun Jul 14 12:08:04 GMT 2024","260","chromium","","Notes App e2e flow","","","Should be able to logout",""
"passed","Sun Jul 14 12:07:55 GMT 2024","Sun Jul 14 12:07:56 GMT 2024","1293","chromium","","Notes App Login","","","should see error message when login fails",""
"passed","Sun Jul 14 12:08:07 GMT 2024","Sun Jul 14 12:08:10 GMT 2024","2356","chromium","","User Registration","","","Should not be able to register with existing username",""
"passed","Sun Jul 14 12:08:01 GMT 2024","Sun Jul 14 12:08:03 GMT 2024","1983","chromium","","Notes App e2e flow","","","Should be able to Edit a Note",""
"passed","Sun Jul 14 12:07:57 GMT 2024","Sun Jul 14 12:08:00 GMT 2024","2695","chromium","","Notes App e2e flow","","","Should see notes page login",""
