"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jun 12 12:13:05 GMT 2024","Wed Jun 12 12:13:07 GMT 2024","2436","chromium","","Notes App e2e flow","","","Should see notes page login",""
"passed","Wed Jun 12 12:13:07 GMT 2024","Wed Jun 12 12:13:08 GMT 2024","1322","chromium","","Notes App e2e flow","","","Should be able to Add a Note",""
"passed","Wed Jun 12 12:13:11 GMT 2024","Wed Jun 12 12:13:11 GMT 2024","262","chromium","","Notes App e2e flow","","","Should be able to logout",""
"passed","Wed Jun 12 12:13:10 GMT 2024","Wed Jun 12 12:13:11 GMT 2024","528","chromium","","Notes App e2e flow","","","Should not be able to add Note without title",""
"passed","Wed Jun 12 12:13:11 GMT 2024","Wed Jun 12 12:13:14 GMT 2024","2819","chromium","","User Registration","","","Should be able to register new user",""
"passed","Wed Jun 12 12:13:01 GMT 2024","Wed Jun 12 12:13:03 GMT 2024","2274","chromium","","Notes App Login","","","should see error message when login fails",""
"passed","Wed Jun 12 12:12:04 GMT 2024","Wed Jun 12 12:13:01 GMT 2024","57072","chromium","","Notes App Login","","","should see user successfully logged in",""
"passed","Wed Jun 12 12:13:14 GMT 2024","Wed Jun 12 12:13:15 GMT 2024","1567","chromium","","User Registration","","","Should not be able to register with existing username",""
"passed","Wed Jun 12 12:13:10 GMT 2024","Wed Jun 12 12:13:10 GMT 2024","31","chromium","","Notes App e2e flow","","","Should be able to Delete a Note",""
"passed","Wed Jun 12 12:13:08 GMT 2024","Wed Jun 12 12:13:10 GMT 2024","1983","chromium","","Notes App e2e flow","","","Should be able to Edit a Note",""
