"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jun 25 12:12:51 GMT 2024","Tue Jun 25 12:12:53 GMT 2024","1972","chromium","","Notes App e2e flow","","","Should be able to Edit a Note",""
"passed","Tue Jun 25 12:12:45 GMT 2024","Tue Jun 25 12:12:46 GMT 2024","1348","chromium","","Notes App Login","","","should see error message when login fails",""
"passed","Tue Jun 25 12:12:53 GMT 2024","Tue Jun 25 12:12:53 GMT 2024","30","chromium","","Notes App e2e flow","","","Should be able to Delete a Note",""
"passed","Tue Jun 25 12:11:15 GMT 2024","Tue Jun 25 12:12:45 GMT 2024","90324","chromium","","Notes App Login","","","should see user successfully logged in",""
"passed","Tue Jun 25 12:12:54 GMT 2024","Tue Jun 25 12:12:58 GMT 2024","3597","chromium","","User Registration","","","Should be able to register new user",""
"passed","Tue Jun 25 12:12:58 GMT 2024","Tue Jun 25 12:13:00 GMT 2024","2531","chromium","","User Registration","","","Should not be able to register with existing username",""
"passed","Tue Jun 25 12:12:53 GMT 2024","Tue Jun 25 12:12:54 GMT 2024","492","chromium","","Notes App e2e flow","","","Should not be able to add Note without title",""
"passed","Tue Jun 25 12:12:47 GMT 2024","Tue Jun 25 12:12:50 GMT 2024","2664","chromium","","Notes App e2e flow","","","Should see notes page login",""
"passed","Tue Jun 25 12:12:50 GMT 2024","Tue Jun 25 12:12:51 GMT 2024","1336","chromium","","Notes App e2e flow","","","Should be able to Add a Note",""
"passed","Tue Jun 25 12:12:54 GMT 2024","Tue Jun 25 12:12:54 GMT 2024","266","chromium","","Notes App e2e flow","","","Should be able to logout",""
