"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jun 16 16:27:55 GMT 2024","Sun Jun 16 16:27:55 GMT 2024","28","chromium","","Notes App e2e flow","","","Should be able to Delete a Note",""
"passed","Sun Jun 16 16:27:47 GMT 2024","Sun Jun 16 16:27:49 GMT 2024","1578","chromium","","Notes App Login","","","should see error message when login fails",""
"passed","Sun Jun 16 16:27:53 GMT 2024","Sun Jun 16 16:27:55 GMT 2024","1986","chromium","","Notes App e2e flow","","","Should be able to Edit a Note",""
"passed","Sun Jun 16 16:27:52 GMT 2024","Sun Jun 16 16:27:53 GMT 2024","971","chromium","","Notes App e2e flow","","","Should be able to Add a Note",""
"passed","Sun Jun 16 16:27:55 GMT 2024","Sun Jun 16 16:27:56 GMT 2024","270","chromium","","Notes App e2e flow","","","Should be able to logout",""
"passed","Sun Jun 16 16:27:55 GMT 2024","Sun Jun 16 16:27:55 GMT 2024","159","chromium","","Notes App e2e flow","","","Should not be able to add Note without title",""
"passed","Sun Jun 16 16:27:50 GMT 2024","Sun Jun 16 16:27:52 GMT 2024","2625","chromium","","Notes App e2e flow","","","Should see notes page login",""
"passed","Sun Jun 16 16:27:56 GMT 2024","Sun Jun 16 16:28:00 GMT 2024","3997","chromium","","User Registration","","","Should be able to register new user",""
"passed","Sun Jun 16 16:28:00 GMT 2024","Sun Jun 16 16:28:02 GMT 2024","2422","chromium","","User Registration","","","Should not be able to register with existing username",""
"passed","Sun Jun 16 16:26:18 GMT 2024","Sun Jun 16 16:27:47 GMT 2024","89031","chromium","","Notes App Login","","","should see user successfully logged in",""
