"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jun 09 12:11:22 GMT 2024","Sun Jun 09 12:11:38 GMT 2024","15752","chromium","","Notes App Login","","","should see user successfully logged in",""
"passed","Sun Jun 09 12:11:42 GMT 2024","Sun Jun 09 12:11:45 GMT 2024","2986","chromium","","Notes App e2e flow","","","Should be able to Add a Note",""
"passed","Sun Jun 09 12:11:47 GMT 2024","Sun Jun 09 12:11:47 GMT 2024","528","chromium","","Notes App e2e flow","","","Should not be able to add Note without title",""
"passed","Sun Jun 09 12:11:48 GMT 2024","Sun Jun 09 12:11:51 GMT 2024","3012","chromium","","User Registration","","","Should be able to register new user",""
"passed","Sun Jun 09 12:11:47 GMT 2024","Sun Jun 09 12:11:47 GMT 2024","17","chromium","","Notes App e2e flow","","","Should be able to Delete a Note",""
"passed","Sun Jun 09 12:11:38 GMT 2024","Sun Jun 09 12:11:39 GMT 2024","1208","chromium","","Notes App Login","","","should see error message when login fails",""
"passed","Sun Jun 09 12:11:40 GMT 2024","Sun Jun 09 12:11:42 GMT 2024","1549","chromium","","Notes App e2e flow","","","Should see notes page login",""
"passed","Sun Jun 09 12:11:45 GMT 2024","Sun Jun 09 12:11:47 GMT 2024","1933","chromium","","Notes App e2e flow","","","Should be able to Edit a Note",""
"passed","Sun Jun 09 12:11:51 GMT 2024","Sun Jun 09 12:11:52 GMT 2024","1818","chromium","","User Registration","","","Should not be able to register with existing username",""
"passed","Sun Jun 09 12:11:47 GMT 2024","Sun Jun 09 12:11:47 GMT 2024","390","chromium","","Notes App e2e flow","","","Should be able to logout",""
