"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed May 29 12:02:19 GMT 2024","Wed May 29 12:02:21 GMT 2024","1699","chromium","","User Registration","","","Should not be able to register with existing username",""
"passed","Wed May 29 12:02:13 GMT 2024","Wed May 29 12:02:15 GMT 2024","1965","chromium","","Notes App e2e flow","","","Should be able to Edit a Note",""
"passed","Wed May 29 12:02:15 GMT 2024","Wed May 29 12:02:16 GMT 2024","263","chromium","","Notes App e2e flow","","","Should be able to logout",""
"passed","Wed May 29 12:02:15 GMT 2024","Wed May 29 12:02:15 GMT 2024","30","chromium","","Notes App e2e flow","","","Should be able to Delete a Note",""
"passed","Wed May 29 12:02:08 GMT 2024","Wed May 29 12:02:10 GMT 2024","2749","chromium","","Notes App e2e flow","","","Should see notes page login",""
"passed","Wed May 29 12:02:15 GMT 2024","Wed May 29 12:02:15 GMT 2024","527","chromium","","Notes App e2e flow","","","Should not be able to add Note without title",""
"passed","Wed May 29 12:02:05 GMT 2024","Wed May 29 12:02:07 GMT 2024","1652","chromium","","Notes App Login","","","should see error message when login fails",""
"passed","Wed May 29 12:02:16 GMT 2024","Wed May 29 12:02:19 GMT 2024","3435","chromium","","User Registration","","","Should be able to register new user",""
"passed","Wed May 29 12:02:10 GMT 2024","Wed May 29 12:02:13 GMT 2024","2337","chromium","","Notes App e2e flow","","","Should be able to Add a Note",""
"passed","Wed May 29 12:00:57 GMT 2024","Wed May 29 12:02:05 GMT 2024","68020","chromium","","Notes App Login","","","should see user successfully logged in",""
