"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jul 27 12:13:06 GMT 2024","Sat Jul 27 12:13:09 GMT 2024","2976","chromium","","Notes App e2e flow","","","Should be able to Add a Note",""
"passed","Sat Jul 27 12:13:17 GMT 2024","Sat Jul 27 12:13:19 GMT 2024","2552","chromium","","User Registration","","","Should not be able to register with existing username",""
"passed","Sat Jul 27 12:13:09 GMT 2024","Sat Jul 27 12:13:11 GMT 2024","2328","chromium","","Notes App e2e flow","","","Should be able to Edit a Note",""
"passed","Sat Jul 27 12:13:01 GMT 2024","Sat Jul 27 12:13:03 GMT 2024","1290","chromium","","Notes App Login","","","should see error message when login fails",""
"passed","Sat Jul 27 12:13:04 GMT 2024","Sat Jul 27 12:13:06 GMT 2024","2256","chromium","","Notes App e2e flow","","","Should see notes page login",""
"passed","Sat Jul 27 12:13:11 GMT 2024","Sat Jul 27 12:13:11 GMT 2024","16","chromium","","Notes App e2e flow","","","Should be able to Delete a Note",""
"passed","Sat Jul 27 12:13:12 GMT 2024","Sat Jul 27 12:13:17 GMT 2024","4703","chromium","","User Registration","","","Should be able to register new user",""
"passed","Sat Jul 27 12:13:12 GMT 2024","Sat Jul 27 12:13:12 GMT 2024","263","chromium","","Notes App e2e flow","","","Should be able to logout",""
"passed","Sat Jul 27 12:13:11 GMT 2024","Sat Jul 27 12:13:12 GMT 2024","478","chromium","","Notes App e2e flow","","","Should not be able to add Note without title",""
"passed","Sat Jul 27 12:12:33 GMT 2024","Sat Jul 27 12:13:01 GMT 2024","28397","chromium","","Notes App Login","","","should see user successfully logged in",""
