"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jul 12 12:03:40 GMT 2024","Fri Jul 12 12:03:42 GMT 2024","2503","chromium","","Notes App e2e flow","","","Should see notes page login",""
"passed","Fri Jul 12 12:03:50 GMT 2024","Fri Jul 12 12:03:51 GMT 2024","1713","chromium","","User Registration","","","Should not be able to register with existing username",""
"passed","Fri Jul 12 12:03:15 GMT 2024","Fri Jul 12 12:03:37 GMT 2024","22691","chromium","","Notes App Login","","","should see user successfully logged in",""
"passed","Fri Jul 12 12:03:45 GMT 2024","Fri Jul 12 12:03:45 GMT 2024","16","chromium","","Notes App e2e flow","","","Should be able to Delete a Note",""
"passed","Fri Jul 12 12:03:46 GMT 2024","Fri Jul 12 12:03:50 GMT 2024","3463","chromium","","User Registration","","","Should be able to register new user",""
"passed","Fri Jul 12 12:03:45 GMT 2024","Fri Jul 12 12:03:46 GMT 2024","477","chromium","","Notes App e2e flow","","","Should not be able to add Note without title",""
"passed","Fri Jul 12 12:03:37 GMT 2024","Fri Jul 12 12:03:39 GMT 2024","1229","chromium","","Notes App Login","","","should see error message when login fails",""
"passed","Fri Jul 12 12:03:46 GMT 2024","Fri Jul 12 12:03:46 GMT 2024","263","chromium","","Notes App e2e flow","","","Should be able to logout",""
"passed","Fri Jul 12 12:03:42 GMT 2024","Fri Jul 12 12:03:44 GMT 2024","1324","chromium","","Notes App e2e flow","","","Should be able to Add a Note",""
"passed","Fri Jul 12 12:03:44 GMT 2024","Fri Jul 12 12:03:45 GMT 2024","1968","chromium","","Notes App e2e flow","","","Should be able to Edit a Note",""
