"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Sun Aug 25 12:13:17 GMT 2024","Sun Aug 25 12:13:17 GMT 2024","0","chromium","","Notes App e2e flow","","","Should be able to logout",""
"skipped","Sun Aug 25 12:13:18 GMT 2024","Sun Aug 25 12:13:18 GMT 2024","1","chromium","","User Registration","","","Should not be able to register with existing username",""
"skipped","Sun Aug 25 12:13:17 GMT 2024","Sun Aug 25 12:13:17 GMT 2024","0","chromium","","Notes App e2e flow","","","Should be able to Add a Note",""
"skipped","Sun Aug 25 12:13:17 GMT 2024","Sun Aug 25 12:13:17 GMT 2024","1","chromium","","Notes App e2e flow","","","Should be able to Delete a Note",""
"skipped","Sun Aug 25 12:13:17 GMT 2024","Sun Aug 25 12:13:17 GMT 2024","0","chromium","","Notes App e2e flow","","","Should be able to Edit a Note",""
"failed","Sun Aug 25 12:12:14 GMT 2024","Sun Aug 25 12:13:15 GMT 2024","60697","chromium","","Notes App Login","","","should see user successfully logged in",""
"failed","Sun Aug 25 12:15:19 GMT 2024","Sun Aug 25 12:16:19 GMT 2024","60338","chromium","","Notes App User Info","","","should be able to view user profile information",""
"skipped","Sun Aug 25 12:13:17 GMT 2024","Sun Aug 25 12:13:17 GMT 2024","0","chromium","","Notes App e2e flow","","","Should not be able to add Note without title",""
"failed","Sun Aug 25 12:15:18 GMT 2024","Sun Aug 25 12:16:19 GMT 2024","60878","chromium","","Notes App Login","","","should see error message when login fails",""
"failed","Sun Aug 25 12:12:18 GMT 2024","Sun Aug 25 12:13:18 GMT 2024","60721","chromium","","User Registration","","","Should be able to register new user",""
"failed","Sun Aug 25 12:12:17 GMT 2024","Sun Aug 25 12:13:17 GMT 2024","60346","chromium","","Notes App e2e flow","","","Should see notes page login",""
